textDisplay,normalized,clean_comment,sentiment
Benar ditambah lagi ada buzzer yg bisa memutar balikkan akal waras kita sehingga kita dipaksa untuk ikut membenarkan kelakuan program2 para koruptor ini,benar ditambah lagi ada buzzer yang bisa memutar balikkan akal waras kita sehingga kita dipaksa untuk ikut membenarkan kelakuan program2 para koruptor ini,benar ditambah lagi ada buzzer yang bisa memutar balikkan akal waras kita sehingga kita dipaksa untuk ikut membenarkan kelakuan program para koruptor ini,negative
"Saya bersaksi banyak yang gak dimakan.itu mubazir pak dosa.lebih baik kasih siswa miskin 3 kali sehari insyaAlla gak mubazir,bebas stunting,gak banyak yang protes dan anggaran gak bengkak","saya bersaksi banyak yang gak dimakan.itu mubazir pak dosa.lebih baik kasih siswa miskin 3 kali sehari insyaalla gak mubazir,bebas stunting,gak banyak yang protes dan anggaran gak bengkak",saya bersaksi banyak yang gak dimakan itu mubazir pak dosa lebih baik kasih siswa miskin kali sehari insyaalla gak mubazir bebas stunting gak banyak yang protes dan anggaran gak bengkak,negative
"Jgn ksh daerah yg ekonomi bagus dh, liatnya aja dah geli, takut malah jd penyakit","jgn ksh daerah yang ekonomi bagus dh, liatnya aja dah geli, takut malah jd penyakit",jgn ksh daerah yang ekonomi bagus dh liatnya aja dah geli takut malah jd penyakit,positive
Disumbangkan utk guru2 honorer di desa yg tidak punya kendaraan ngajar jalan sepatu jebol itu baru tepat sasaran dan bermanfaat,disumbangkan utk guru2 honorer di desa yang tidak punya kendaraan ngajar jalan sepatu jebol itu baru tepat sasaran dan bermanfaat,disumbangkan utk guru honorer di desa yang tidak punya kendaraan ngajar jalan sepatu jebol itu baru tepat sasaran dan bermanfaat,positive
kenapa Gak SUPRA AJA sih !,kenapa gak supra aja sih !,kenapa gak supra aja sih,negative
"Yg banyak pak begeen,,, keruk yg banyak,,, mumpung masih bisa, biar ntar keciduk klo keciduk... Bisa buat sangu mudik kaya pak Yakult nginep dihotel kapeka bisa cuti mudik. Anda cerdas memang 👍","yang banyak pak begeen,,, keruk yang banyak,,, mumpung masih bisa, biar ntar keciduk klo keciduk... bisa buat sangu mudik kaya pak yakult nginep dihotel kapeka bisa cuti mudik. anda cerdas memang 👍",yang banyak pak begeen keruk yang banyak mumpung masih bisa biar ntar keciduk klo keciduk bisa buat sangu mudik kaya pak yakult nginep dihotel kapeka bisa cuti mudik anda cerdas memang,positive
"Berharap ada figur seperti. Deng. Xiaoping atau Xi Jinping yang kalo pejabatnya macam2, tiba-tiba ilang ditelan bumi ampe keluarganya aja gak tau 😂","berharap ada figur seperti. deng. xiaoping atau xi jinping yang kalo pejabatnya macam2, tiba-tiba ilang ditelan bumi ampe keluarganya aja gak tau 😂",berharap ada figur seperti deng xiaoping atau xi jinping yang kalo pejabatnya macam tiba tiba ilang ditelan bumi ampe keluarganya aja gak tau,negative
Yang benar motor mark up,yang benar motor mark up,yang benar motor mark up,negative
Jika di nepal kan maka SPPG pertama kali dhancurkan rakyat,jika di nepal kan maka sppg pertama kali dhancurkan rakyat,jika di nepal kan maka sppg pertama kali dhancurkan rakyat,negative
Satu kata &quot; Edyan &quot;,satu kata &quot; edyan &quot;,satu kata quot edyan quot,neutral
"WALAUPUN ADA INDIKASI PENYALAHGUNAAN ANGGARAN TETAP GAK AKAN DIUSUT OLEH KPK, KEJAKSAAN APALAGI KEPOLISIAN SECARA SEMUA SDH TERKOORDINASI 😂😂😂","walaupun ada indikasi penyalahgunaan anggaran tetap gak akan diusut oleh kpk, kejaksaan apalagi kepolisian secara semua sdh terkoordinasi 😂😂😂",walaupun ada indikasi penyalahgunaan anggaran tetap gak akan diusut oleh kpk kejaksaan apalagi kepolisian secara semua sdh terkoordinasi,positive
"Ntar semua diseragamin, motor, kaos kaki, sampai cawet di kasih seragam 😅😂😂😂","ntar semua diseragamin, motor, kaos kaki, sampai cawet di kasih seragam 😅😂😂😂",ntar semua diseragamin motor kaos kaki sampai cawet di kasih seragam,neutral
Kaos kaki belum kelihatan jg Krn nyimpennya LBH gampang bisa dilipat. Kaos kaki 100rb per pasang😅.,kaos kaki belum kelihatan jg krn nyimpennya lbh gampang bisa dilipat. kaos kaki 100rb per pasang😅.,kaos kaki belum kelihatan jg krn nyimpennya lbh gampang bisa dilipat kaos kaki rb per pasang,positive
Menangis guru-guru honorer melihat ini semua 🥱,menangis guru-guru honorer melihat ini semua 🥱,menangis guru guru honorer melihat ini semua,negative
Halo pak purbaya,halo pak purbaya,halo pak purbaya,neutral
Oo kok bisa?? Saya gak tau <b>muka polos</b>,oo kok bisa?? saya gak tau <b>muka polos</b>,oo kok bisa saya gak tau muka polos,negative
"Demo yuk, ekonomi sdang tdk baik, tp pemerintah kelakuannya begini.","demo yuk, ekonomi sdang tidak baik, tp pemerintah kelakuannya begini.",demo yuk ekonomi sdang tidak baik tp pemerintah kelakuannya begini,negative
"Autaran? Mana ada aturan, suka-suka rezim mengatur program mereka","autaran? mana ada aturan, suka-suka rezim mengatur program mereka",autaran mana ada aturan suka suka rezim mengatur program mereka,negative
Pengadaan triliunan pake metode penunjukkan langsung..dagelan. Penunjukan langsung biasanya dilakukan kalo mendesak pak...contohnya ketika bencana,pengadaan triliunan pake metode penunjukkan langsung..dagelan. penunjukan langsung biasanya dilakukan kalo mendesak pak...contohnya ketika bencana,pengadaan triliunan pake metode penunjukkan langsung dagelan penunjukan langsung biasanya dilakukan kalo mendesak pak contohnya ketika bencana,positive
MBG kan  Program Strategis Nasional 😂. Bebas broo.,mbg kan  program strategis nasional 😂. bebas broo.,mbg kan program strategis nasional bebas broo,neutral
"gak berlaku kalo untuk MBG <a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a>","gak berlaku kalo untuk mbg <a href=""uckszu2wh9gy1mb0dv-11ujg/ksify6lzfolm6akanydqag""></a>",gak berlaku kalo untuk mbg,negative
Gak perlu aturan! Suka-suka saja!,gak perlu aturan! suka-suka saja!,gak perlu aturan suka suka saja,positive
Suka 2x kasih insentif 6 juta per SPPG. Suka-suka kasi motor. Suka2 angkat karyawan jadi ASN.. Hebat ya instansi di Republik Konoha 😂,suka 2x kasih insentif 6 juta per sppg. suka-suka kasi motor. suka2 angkat karyawan jadi asn.. hebat ya instansi di republik konoha 😂,suka x kasih insentif juta per sppg suka suka kasi motor suka angkat karyawan jadi asn hebat ya instansi di republik konoha,positive
Ya Allah..maafkan..benciku semakin menjadi2 sm BGN terutama kepalanya...😤,ya allah..maafkan..benciku semakin menjadi2 sm bgn terutama kepalanya...😤,ya allah maafkan benciku semakin menjadi sm bgn terutama kepalanya,negative
Programnya Prabowo kok nyalahin bgn 😂😂😂 kalau bgn menolak kan nanti di pecat 😂😂,programnya prabowo kok nyalahin bgn 😂😂😂 kalau bgn menolak kan nanti di pecat 😂😂,programnya prabowo kok nyalahin bgn kalau bgn menolak kan nanti di pecat,negative
"Makanya milih presiden itu yg bener, jangan faktor joget2 doang","makanya milih presiden itu yang bener, jangan faktor joget2 doang",makanya milih presiden itu yang bener jangan faktor joget doang,negative
Korupsilah kalian wahai oligarki😂<br>Semoga saja kalian hidup abadi<br><br>Karena di kehidupan setelah mati dipastilan jutaan manusia Indonesia pasti menuntut keadilan TUHAN atas kedzaliman kalian😂<br><br>ALLLAHUAKBAR,korupsilah kalian wahai oligarki😂<br>semoga saja kalian hidup abadi<br><br>karena di kehidupan setelah mati dipastilan jutaan manusia indonesia pasti menuntut keadilan tuhan atas kedzaliman kalian😂<br><br>alllahuakbar,korupsilah kalian wahai oligarkisemoga saja kalian hidup abadikarena di kehidupan setelah mati dipastilan jutaan manusia indonesia pasti menuntut keadilan tuhan atas kedzaliman kalianalllahuakbar,negative
"Jadi rakyat pasrah aja di dunia ini.. Harapin azab aja... Tolong jelasin dong, bingung saya yang masih di dunia ini kalo ada kezaliman tdi dunia tapi pengharapan balasan adalah azab.","jadi rakyat pasrah aja di dunia ini.. harapin azab aja... tolong jelasin dong, bingung saya yang masih di dunia ini kalo ada kezaliman tdi dunia tapi pengharapan balasan adalah azab.",jadi rakyat pasrah aja di dunia ini harapin azab aja tolong jelasin dong bingung saya yang masih di dunia ini kalo ada kezaliman tdi dunia tapi pengharapan balasan adalah azab,negative
"@agustinussibarani6588  bukannya gak berusaha di dunia mas, lah demo besar2 dpr aja masih ga didengerin, ya sebagai rakyat mau gimana lagi","@agustinussibarani6588  bukannya gak berusaha di dunia mas, lah demo besar2 dpr aja masih tidak didengerin, ya sebagai rakyat mau gimana lagi",agustinussibarani bukannya gak berusaha di dunia mas lah demo besar dpr aja masih tidak didengerin ya sebagai rakyat mau gimana lagi,negative
​@agustinussibarani6588tanya bapak lu,​@agustinussibarani6588tanya bapak lu,agustinussibaranitanya bapak lu,neutral
"​@rabiyulawaluddin2076<br>Ok, gua tanya bapak gua, baru pulang kerja doi, masih tidur 😂","​@rabiyulawaluddin2076<br>ok, gua tanya bapak gua, baru pulang kerja doi, masih tidur 😂",rabiyulawaluddinok gua tanya bapak gua baru pulang kerja doi masih tidur,neutral
​@agustinussibarani6588tanya aja ga bs gmn otak terisi😂,​@agustinussibarani6588tanya aja tidak bs gmn otak terisi😂,agustinussibaranitanya aja tidak bs gmn otak terisi,negative
"Setelah 6 JT per hari, motor listrik, kaos kaki, setelahnya mungkin pengadaan kondom untuk pegawai","setelah 6 jt per hari, motor listrik, kaos kaki, setelahnya mungkin pengadaan kondom untuk pegawai",setelah jt per hari motor listrik kaos kaki setelahnya mungkin pengadaan kondom untuk pegawai,neutral
"Baju,sepatu ,masker dan , celana dlm.","baju,sepatu ,masker dan , celana dlm.",baju sepatu masker dan celana dlm,neutral
Liburan ke luar negeri😂,liburan ke luar negeri😂,liburan ke luar negeri,neutral
Inikah yg beliau maksud &quot;efisiensi&quot; itu,inikah yang beliau maksud &quot;efisiensi&quot; itu,inikah yang beliau maksud quot efisiensi quot itu,negative
Tablet Samsung Galaxy Tab harga 9 juta ditulis 17 juta.,tablet samsung galaxy tab harga 9 juta ditulis 17 juta.,tablet samsung galaxy tab harga juta ditulis juta,neutral
Apa,apa,apa,negative
Di pemerintahan saat ini tak ada aturan yg jelas jika menyangkut penggunaan anggaran atas program2 unggulan pemerintah.<br>Koboy,di pemerintahan saat ini tak ada aturan yang jelas jika menyangkut penggunaan anggaran atas program2 unggulan pemerintah.<br>koboy,di pemerintahan saat ini tak ada aturan yang jelas jika menyangkut penggunaan anggaran atas program unggulan pemerintah koboy,neutral
"Jelas aturannya, kalo program unggulan, lancar kaya 😂😂","jelas aturannya, kalo program unggulan, lancar kaya 😂😂",jelas aturannya kalo program unggulan lancar kaya,negative
"Ga masul akal sehat , negara lg defisit malah foya foya beli sepeda motor mahal.Kenapa ga beli sendiri kan BGN jg untung banyak.","tidak masul akal sehat , negara lg defisit malah foya foya beli sepeda motor mahal.kenapa tidak beli sendiri kan bgn jg untung banyak.",tidak masul akal sehat negara lg defisit malah foya foya beli sepeda motor mahal kenapa tidak beli sendiri kan bgn jg untung banyak,negative
😂ya GK dpt cuan klw gtu,😂ya tidak dpt cuan klw gtu,ya tidak dpt cuan klw gtu,negative
Tunggu aja prabowo lengser yakin ketua BGN ini yg diciduk duluan,tunggu aja prabowo lengser yakin ketua bgn ini yang diciduk duluan,tunggu aja prabowo lengser yakin ketua bgn ini yang diciduk duluan,negative
Korupsi yg legal kok dipermasalahin,korupsi yang legal kok dipermasalahin,korupsi yang legal kok dipermasalahin,negative
Negara CINA makin makmur dgn program MBG. Didalam negri makin ambruk hutang nimpuk alamat gagal bayar hutang.,negara cina makin makmur dengan program mbg. didalam negri makin ambruk hutang nimpuk alamat gagal bayar hutang.,negara cina makin makmur dengan program mbg didalam negri makin ambruk hutang nimpuk alamat gagal bayar hutang,negative
Inilah efek kebodohan isu jos soros..wkwkwk akhirnya kita dikibuli dg pengalihan isu antek antek asing wkwkwk eh trnyata malah jd gini apbn kita,inilah efek kebodohan isu jos soros..wkwkwk akhirnya kita dikibuli dg pengalihan isu antek antek asing wkwkwk eh trnyata malah jd gini apbn kita,inilah efek kebodohan isu jos soros wkwkwk akhirnya kita dikibuli dg pengalihan isu antek antek asing wkwkwk eh trnyata malah jd gini apbn kita,negative
Republik MBG 😂,republik mbg 😂,republik mbg,neutral
Dicolong maling anggaran Menkeu kocak😊,dicolong maling anggaran menkeu kocak😊,dicolong maling anggaran menkeu kocak,neutral
Kasusnya sama seperti Nadim Makaraim &quot;MURKUP&quot;,kasusnya sama seperti nadim makaraim &quot;murkup&quot;,kasusnya sama seperti nadim makaraim quot murkup quot,negative
dan ianya atas perintah presiden 😁,dan ianya atas perintah presiden 😁,dan ianya atas perintah presiden,neutral
mark up,mark up,mark up,neutral
"Satu hal yang gua yakini &quot; Lebih kenyang yang punya dapur daripada siswa yang mendapatkan MBG, padahal tujuan mbg adalah untuk mensejahterakan anak sekolah,tapi faktanya orang-orang Bgn dan pemilik dapur jauh lebih sejahtera &quot; Jadi siapa yang sebenarnya di sejahterakan dengan Program ini?","satu hal yang gua yakini &quot; lebih kenyang yang punya dapur daripada siswa yang mendapatkan mbg, padahal tujuan mbg adalah untuk mensejahterakan anak sekolah,tapi faktanya orang-orang bgn dan pemilik dapur jauh lebih sejahtera &quot; jadi siapa yang sebenarnya di sejahterakan dengan program ini?",satu hal yang gua yakini quot lebih kenyang yang punya dapur daripada siswa yang mendapatkan mbg padahal tujuan mbg adalah untuk mensejahterakan anak sekolah tapi faktanya orang orang bgn dan pemilik dapur jauh lebih sejahtera quot jadi siapa yang sebenarnya di sejahterakan dengan program ini,negative
KPK atau kejaksaan g ada yg berani meriksa kepala BGN?banyak kebijakan ngaco tp seolah g tersentuh.,kpk atau kejaksaan g ada yang berani meriksa kepala bgn?banyak kebijakan ngaco tp seolah g tersentuh.,kpk atau kejaksaan g ada yang berani meriksa kepala bgn banyak kebijakan ngaco tp seolah g tersentuh,negative
<b>Para kroni kroni sedang panen cuan dari MBG &amp; Kopdes abal abal. Korupsi sistematis yang aan membuat negara bangkrut dilegalkan secara terang terangan</b>,<b>para kroni kroni sedang panen cuan dari mbg &amp; kopdes abal abal. korupsi sistematis yang aan membuat negara bangkrut dilegalkan secara terang terangan</b>,para kroni kroni sedang panen cuan dari mbg amp kopdes abal abal korupsi sistematis yang aan membuat negara bangkrut dilegalkan secara terang terangan,negative
Ya ini yg diingin kan Prabowo biar hancur negara Indonesia,ya ini yang diingin kan prabowo biar hancur negara indonesia,ya ini yang diingin kan prabowo biar hancur negara indonesia,negative
"Ya pasti gak berani, sekarang saja yang mengkritik langsung di respon dgn teror, sampai dilaporkan jika sudah keterlaluan menurut si omon2 termul😂😂","ya pasti gak berani, sekarang saja yang mengkritik langsung di respon dengan teror, sampai dilaporkan jika sudah keterlaluan menurut si omon2 termul😂😂",ya pasti gak berani sekarang saja yang mengkritik langsung di respon dengan teror sampai dilaporkan jika sudah keterlaluan menurut si omon termul,negative
KPK ngga berani sentuh proyek Mbg 😅,kpk ngga berani sentuh proyek mbg 😅,kpk ngga berani sentuh proyek mbg,negative
Kan anak buah langsung wowo JD GK berani,kan anak buah langsung wowo jd tidak berani,kan anak buah langsung wowo jd tidak berani,negative
Motor buat apa ya selama ini mobil box yang bawa,motor buat apa ya selama ini mobil box yang bawa,motor buat apa ya selama ini mobil box yang bawa,negative
"moto nya g sbrpa bro, tp cuan nya yg ga kan habis smpe kiamat 😂😂😅","moto nya g sbrpa bro, tp cuan nya yang tidak kan habis smpe kiamat 😂😂😅",moto nya g sbrpa bro tp cuan nya yang tidak kan habis smpe kiamat,positive
Kabinet suka suka 😂,kabinet suka suka 😂,kabinet suka suka,positive
Ekatalog. 2jt. Dishopee 20rebu.,ekatalog. 2jt. dishopee 20rebu.,ekatalog jt dishopee rebu,neutral
Semakin menginjak kepala ini BGN.,semakin menginjak kepala ini bgn.,semakin menginjak kepala ini bgn,negative
Suka suka yg beli lah ... Itu uang mereka ... Bukan duit rakyat,suka suka yang beli lah ... itu uang mereka ... bukan duit rakyat,suka suka yang beli lah itu uang mereka bukan duit rakyat,negative
Apakah ada peraturan😂😂😂sudaj bingung mau dibuang bagaimna anggarannya...,apakah ada peraturan😂😂😂sudaj bingung mau dibuang bagaimna anggarannya...,apakah ada peraturansudaj bingung mau dibuang bagaimna anggarannya,negative
"Ekonomi negara suram mereka malah belanja hal&quot; gak penting untuk progam sampah. Guru yg tugasnya mencerdaskan murid justru di abaikan, kebiadaban pemerintah di pertontonkan dengan jelas.","ekonomi negara suram mereka malah belanja hal&quot; gak penting untuk progam sampah. guru yang tugasnya mencerdaskan murid justru di abaikan, kebiadaban pemerintah di pertontonkan dengan jelas.",ekonomi negara suram mereka malah belanja hal quot gak penting untuk progam sampah guru yang tugasnya mencerdaskan murid justru di abaikan kebiadaban pemerintah di pertontonkan dengan jelas,negative
Ini namanya program penghematan anggaran😂,ini namanya program penghematan anggaran😂,ini namanya program penghematan anggaran,neutral
Disekolah tempat saya sisihkan gaji buat bantu honorer apalagi penjaga dan tukang kebun.apa susahnya kasih insentif 1jt mereka juga senang bukan dari dana BOS.akhirnya rakyat bantu rakyat,disekolah tempat saya sisihkan gaji buat bantu honorer apalagi penjaga dan tukang kebun.apa susahnya kasih insentif 1jt mereka juga senang bukan dari dana bos.akhirnya rakyat bantu rakyat,disekolah tempat saya sisihkan gaji buat bantu honorer apalagi penjaga dan tukang kebun apa susahnya kasih insentif jt mereka juga senang bukan dari dana bos akhirnya rakyat bantu rakyat,positive
Daripada dibalikin ke negara lebih baik cepat dibelanjakan😂😂😂Bancakan. Wo wo<br>Edan daya rusaknya gak kalah sama mulyono,daripada dibalikin ke negara lebih baik cepat dibelanjakan😂😂😂bancakan. wo wo<br>edan daya rusaknya gak kalah sama mulyono,daripada dibalikin ke negara lebih baik cepat dibelanjakanbancakan wo woedan daya rusaknya gak kalah sama mulyono,positive
Negara mau jualan nasi keliling.,negara mau jualan nasi keliling.,negara mau jualan nasi keliling,neutral
Mitra kok dikasih motor ojol kok gk dkasih semua,mitra kok dikasih motor ojol kok tidak dkasih semua,mitra kok dikasih motor ojol kok tidak dkasih semua,negative
Keuangan negara goyah gara2 program yg hnya jd kotoran,keuangan negara goyah gara2 program yang hnya jd kotoran,keuangan negara goyah gara program yang hnya jd kotoran,negative
BGN=BEGAL GIZI NASIONAL,bgn=begal gizi nasional,bgn begal gizi nasional,negative
Begal Garong Nasional 😂😂,begal garong nasional 😂😂,begal garong nasional,neutral
Parah Astaghfirullah sadar bahwa Allah Swt Maha Mengetahui dan Kuasa atas semua perilaku umatNya yang dzholim,parah astaghfirullah sadar bahwa allah swt maha mengetahui dan kuasa atas semua perilaku umatnya yang dzholim,parah astaghfirullah sadar bahwa allah swt maha mengetahui dan kuasa atas semua perilaku umatnya yang dzholim,negative
"Cepet-cepet NYOLONG biar Ndak Ribut, yang penting CUAN.","cepet-cepet nyolong biar ndak ribut, yang penting cuan.",cepet cepet nyolong biar ndak ribut yang penting cuan,negative
Btul😂 modal 2029,btul😂 modal 2029,btul modal,neutral
Suka2 aja pakai uang rakyat tar muntah,suka2 aja pakai uang rakyat tar muntah,suka aja pakai uang rakyat tar muntah,negative
d saat rakyat susah pemerintah seenak jidatnya beli motor g jelas...itu bukan duit nenek moyang lu kepala BGN...rakyat harus bersatu.,d saat rakyat susah pemerintah seenak jidatnya beli motor g jelas...itu bukan duit nenek moyang lu kepala bgn...rakyat harus bersatu.,d saat rakyat susah pemerintah seenak jidatnya beli motor g jelas itu bukan duit nenek moyang lu kepala bgn rakyat harus bersatu,negative
Iya rakyat bersatu di medsos doang 😂..,iya rakyat bersatu di medsos doang 😂..,iya rakyat bersatu di medsos doang,negative
"Kalau ganti Presiden dan ganti kebijaksanaan ttg pelaksanaan MBG yg banyak menguras duit rakyat, mau dikemanakan sepeda motor sebanyak ini? <br><br>Kasihan benar para guru honorer dimana gaji yg diterimanya tidak seberapa dan harus jalan kaki/naik sepeda ketika mengajar di sekolah..","kalau ganti presiden dan ganti kebijaksanaan ttg pelaksanaan mbg yang banyak menguras duit rakyat, mau dikemanakan sepeda motor sebanyak ini? <br><br>kasihan benar para guru honorer dimana gaji yang diterimanya tidak seberapa dan harus jalan kaki/naik sepeda ketika mengajar di sekolah..",kalau ganti presiden dan ganti kebijaksanaan ttg pelaksanaan mbg yang banyak menguras duit rakyat mau dikemanakan sepeda motor sebanyak ini kasihan benar para guru honorer dimana gaji yang diterimanya tidak seberapa dan harus jalan kaki naik sepeda ketika mengajar di sekolah,negative
Sudah izin rakyat belum pak,sudah izin rakyat belum pak,sudah izin rakyat belum pak,neutral
Motor trail buat apa bambang.. Ahh elah..,motor trail buat apa bambang.. ahh elah..,motor trail buat apa bambang ahh elah,negative
Buat cek barang di pasar😂,buat cek barang di pasar😂,buat cek barang di pasar,neutral
Kapan Indonesia&#39;ku balik.,kapan indonesia&#39;ku balik.,kapan indonesia ku balik,negative
"Buat apa fasilitas motor MBG,,, GK habis Fikri,","buat apa fasilitas motor mbg,,, tidak habis fikri,",buat apa fasilitas motor mbg tidak habis fikri,negative
Yang gua bingung ini sistem SPPG itu gimana? Kalo rekanan kok bisa dikasih segala macam insentif dan Karyawannya jadi ASN. 😮😢,yang gua bingung ini sistem sppg itu gimana? kalo rekanan kok bisa dikasih segala macam insentif dan karyawannya jadi asn. 😮😢,yang gua bingung ini sistem sppg itu gimana kalo rekanan kok bisa dikasih segala macam insentif dan karyawannya jadi asn,negative
Bwat korupsi😂,buat korupsi😂,buat korupsi,negative
@rohadiboi3363 dikira gojek apa antar makanan satu-persatu wkwkkw😹😹,@rohadiboi3363 dikira gojek apa antar makanan satu-persatu wkwkkw😹😹,rohadiboi dikira gojek apa antar makanan satu persatu wkwkkw,negative
"Tapi Mentri Keuangan kaget tiba-tiba belanja, padahal tahun lalu udh ditolak 😅","tapi mentri keuangan kaget tiba-tiba belanja, padahal tahun lalu udh ditolak 😅",tapi mentri keuangan kaget tiba tiba belanja padahal tahun lalu udh ditolak,negative
"Sudah terlanjur jadi bibir,,eh kaget","sudah terlanjur jadi bibir,,eh kaget",sudah terlanjur jadi bibir eh kaget,negative
MBG BGN ADALAH PENJARAHAN YG DILEGALKAN,mbg bgn adalah penjarahan yang dilegalkan,mbg bgn adalah penjarahan yang dilegalkan,negative
"cuman 2 itu??? mana KDMP?<br><br><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a>","cuman 2 itu??? mana kdmp?<br><br><a href=""uckszu2wh9gy1mb0dv-11ujg/ksify6lzfolm6akanydqag""></a>",cuman itu mana kdmp,negative
<b>Para kroni kroni sedang panen cuan dari MBG &amp; Kopdes abal abal. Korupsi sistematis yang aan membuat negara bangkrut dilegalkan secara terang terangan</b>,<b>para kroni kroni sedang panen cuan dari mbg &amp; kopdes abal abal. korupsi sistematis yang aan membuat negara bangkrut dilegalkan secara terang terangan</b>,para kroni kroni sedang panen cuan dari mbg amp kopdes abal abal korupsi sistematis yang aan membuat negara bangkrut dilegalkan secara terang terangan,negative
@ABDUH-nunu oke gas oke gas jogetin saja,@abduh-nunu oke gas oke gas jogetin saja,abduh nunu oke gas oke gas jogetin saja,negative
😂,😂,,negative
SUKA SUKA PENGATURANNYA,suka suka pengaturannya,suka suka pengaturannya,positive
Instansi paling besar anggaran  yang bergerak tanpa Undang-Undang. Sejarah di Republik Konoha ada Badan dengan anggaran gendut tanpa diatur UU.,instansi paling besar anggaran  yang bergerak tanpa undang-undang. sejarah di republik konoha ada badan dengan anggaran gendut tanpa diatur uu.,instansi paling besar anggaran yang bergerak tanpa undang undang sejarah di republik konoha ada badan dengan anggaran gendut tanpa diatur uu,negative
